chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr17	78450933	+	CG	0.0000000000	49.00	0	49	NA	NA	0.0000000000	0.0727002967
chr17	78450934	-	CG	0.0392156863	51.00	2	51	NA	NA	0.0108208563	0.1321654899
chr17	78450938	+	CG	0.0212765957	47.00	1	47	NA	NA	0.0037656710	0.1111323652
chr17	78450939	-	CG	0.0392156863	51.00	2	51	NA	NA	0.0108208563	0.1321654899
chr17	78450943	+	CG	0.0208333333	48.00	1	48	NA	NA	0.0036870160	0.1089946914
chr17	78450944	-	CG	0.0408163265	49.00	2	49	NA	NA	0.0112653969	0.1371328348
chr17	78450945	+	CG	0.0208333333	48.00	1	48	NA	NA	0.0036870160	0.1089946914
chr17	78450946	-	CG	0.0416666667	48.00	2	48	NA	NA	0.0115016521	0.1397591115
chr17	78450960	+	CG	0.0212765957	47.00	1	47	NA	NA	0.0037656710	0.1111323652
chr17	78450961	-	CG	0.0666666667	45.00	3	45	NA	NA	0.0229316165	0.1785687439
chr17	78450978	+	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78450979	-	CG	0.0222222222	45.00	1	45	NA	NA	0.0039334975	0.1156694639
chr17	78450981	+	CG	0.0000000000	37.00	0	37	NA	NA	0.0000000000	0.0940609575
chr17	78450982	-	CG	0.0000000000	40.00	0	40	NA	NA	-0.0000000000	0.0876245393
chr17	78451009	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78451010	-	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78451014	+	CG	0.0000000000	27.00	0	27	NA	NA	0.0000000000	0.1245590371
chr17	78451015	-	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78451023	+	CG	0.0000000000	27.00	0	27	NA	NA	0.0000000000	0.1245590371
chr17	78451024	-	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78451026	+	CG	0.0434782609	23.00	1	23	NA	NA	0.0077164670	0.2099158649
chr17	78451027	-	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78451047	+	CG	0.0000000000	21.00	0	21	NA	NA	0.0000000000	0.1546438233
chr17	78451048	-	CG	0.0227272727	44.00	1	44	NA	NA	0.0040231484	0.1180797913
chr17	78451062	+	CG	0.0000000000	22.00	0	22	NA	NA	0.0000000000	0.1486595257
chr17	78451063	-	CG	0.0000000000	43.00	0	43	NA	NA	0.0000000000	0.0820125700
chr17	78451068	+	CG	0.0000000000	22.00	0	22	NA	NA	0.0000000000	0.1486595257
chr17	78451069	-	CG	0.0000000000	45.00	0	45	NA	NA	0.0000000000	0.0786542619
chr17	78451074	+	CG	0.0000000000	27.00	0	27	NA	NA	0.0000000000	0.1245590371
chr17	78451075	-	CG	0.0000000000	43.00	0	43	NA	NA	0.0000000000	0.0820125700
chr17	78451097	+	CG	0.0000000000	27.00	0	27	NA	NA	0.0000000000	0.1245590371
chr17	78451098	-	CG	0.0454545455	44.00	2	44	NA	NA	0.0125548464	0.1513527153
chr17	78451101	+	CG	0.0740740741	27.00	2	27	NA	NA	0.0205542217	0.2336997729
chr17	78451102	-	CG	0.0232558140	43.00	1	43	NA	NA	0.0041169812	0.1205926786
chr17	78451105	+	CG	0.1379310345	29.00	4	29	NA	NA	0.0549735085	0.3055935771
chr17	78451106	-	CG	0.0227272727	44.00	1	44	NA	NA	0.0040231484	0.1180797913
chr17	78451110	+	CG	0.1333333333	30.00	4	30	NA	NA	0.0530956942	0.2968168394
chr17	78451111	-	CG	0.0000000000	45.00	0	45	NA	NA	0.0000000000	0.0786542619
chr17	78451124	+	CG	0.0000000000	32.00	0	32	NA	NA	0.0000000000	0.1071827151
chr17	78451125	-	CG	0.0408163265	49.00	2	49	NA	NA	0.0112653969	0.1371328348
chr17	78451144	+	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78451145	-	CG	0.0178571429	56.00	1	56	NA	NA	0.0031591290	0.0944585818
chr17	78451159	+	CG	0.0294117647	34.00	1	34	NA	NA	0.0052107719	0.1491590222
chr17	78451160	-	CG	0.0555555556	54.00	3	54	NA	NA	0.0190729225	0.1510745146
chr17	78451161	+	CG	0.0000000000	35.00	0	35	NA	NA	0.0000000000	0.0989042676
chr17	78451162	-	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78451164	+	CG	0.0000000000	34.00	0	34	NA	NA	0.0000000000	0.1015179062
chr17	78451165	-	CG	0.0185185185	54.00	1	54	NA	NA	0.0032764033	0.0977166536
chr17	78451167	+	CG	0.0571428571	35.00	2	35	NA	NA	0.0158128296	0.1860738074
chr17	78451168	-	CG	0.0000000000	53.00	0	53	NA	NA	-0.0000000000	0.0675843045
chr17	78451172	+	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78451173	-	CG	0.0188679245	53.00	1	53	NA	NA	0.0033383674	0.0994314350
chr17	78451176	+	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78451177	-	CG	0.0212765957	47.00	1	47	NA	NA	0.0037656710	0.1111323652
chr17	78451178	+	CG	0.0277777778	36.00	1	36	NA	NA	0.0049202803	0.1417003374
chr17	78451179	-	CG	0.0212765957	47.00	1	47	NA	NA	0.0037656710	0.1111323652
chr17	78451186	+	CG	0.0263157895	38.00	1	38	NA	NA	0.0046604676	0.1349517844
chr17	78451187	-	CG	0.0697674419	43.00	3	43	NA	NA	0.0240111538	0.1860926855
chr17	78451189	+	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78451190	-	CG	0.0454545455	44.00	2	44	NA	NA	0.0125548464	0.1513527153
chr17	78451192	+	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78451193	-	CG	0.0232558140	43.00	1	43	NA	NA	0.0041169812	0.1205926786
chr17	78451195	+	CG	0.0000000000	40.00	0	40	NA	NA	-0.0000000000	0.0876245393
chr17	78451196	-	CG	0.0000000000	44.00	0	44	NA	NA	0.0000000000	0.0802983178
chr17	78451205	+	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78451206	-	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78451209	+	CG	0.0500000000	40.00	2	40	NA	NA	0.0138203771	0.1650417082
chr17	78451210	-	CG	0.1276595745	47.00	6	47	NA	NA	0.0598452278	0.2517421337
chr17	78451214	+	CG	0.0250000000	40.00	1	40	NA	NA	0.0044267174	0.1288165949
chr17	78451215	-	CG	0.0400000000	50.00	2	50	NA	NA	0.0110386527	0.1346033788
chr17	78451217	+	CG	0.0500000000	40.00	2	40	NA	NA	0.0138203771	0.1650417082
chr17	78451218	-	CG	0.0384615385	52.00	2	52	NA	NA	0.0106114883	0.1298142874
chr17	78451222	+	CG	0.0769230769	39.00	3	39	NA	NA	0.0265069141	0.2032137313
chr17	78451223	-	CG	0.0980392157	51.00	5	51	NA	NA	0.0426074450	0.2097848995
chr17	78451235	+	CG	0.0000000000	37.00	0	37	NA	NA	0.0000000000	0.0940609575
chr17	78451236	-	CG	0.0000000000	51.00	0	51	NA	NA	0.0000000000	0.0700490139
chr17	78451237	+	CG	0.0000000000	37.00	0	37	NA	NA	0.0000000000	0.0940609575
chr17	78451238	-	CG	0.0196078431	51.00	1	51	NA	NA	0.0034696033	0.1030480768
chr17	78451247	+	CG	0.0000000000	32.00	0	32	NA	NA	0.0000000000	0.1071827151
chr17	78451248	-	CG	0.0200000000	50.00	1	50	NA	NA	0.0035391681	0.1049568647
chr17	78451251	+	CG	0.0000000000	30.00	0	30	NA	NA	-0.0000000000	0.1135170914
chr17	78451252	-	CG	0.0192307692	52.00	1	52	NA	NA	0.0034027204	0.1012074627
chr17	78451253	+	CG	0.0645161290	31.00	2	31	NA	NA	0.0178744078	0.2071898832
chr17	78451254	-	CG	0.0000000000	50.00	0	50	NA	NA	0.0000000000	0.0713500342
chr17	78451280	+	CG	0.0357142857	28.00	1	28	NA	NA	0.0063323565	0.1771257612
chr17	78451281	-	CG	0.0327868852	61.00	2	61	NA	NA	0.0090377008	0.1118970078
chr17	78451283	+	CG	0.0344827586	29.00	1	29	NA	NA	0.0061130566	0.1717589106
chr17	78451284	-	CG	0.0677966102	59.00	4	59	NA	NA	0.0266781871	0.1617574988
chr17	78451285	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78451286	-	CG	0.0000000000	59.00	0	59	NA	NA	0.0000000000	0.0611314798
chr17	78451287	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78451288	-	CG	0.0169491525	59.00	1	59	NA	NA	0.0029981567	0.0899593746
chr17	78451289	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78451290	-	CG	0.0689655172	58.00	4	58	NA	NA	0.0271438076	0.1643389483
chr17	78451293	+	CG	0.0000000000	30.00	0	30	NA	NA	-0.0000000000	0.1135170914
chr17	78451294	-	CG	0.0500000000	60.00	3	60	NA	NA	0.0171491912	0.1370073463
chr17	78451302	+	CG	0.0357142857	28.00	1	28	NA	NA	0.0063323565	0.1771257612
chr17	78451303	-	CG	0.0166666667	60.00	1	60	NA	NA	0.0029480839	0.0885533823
chr17	78451318	+	CG	0.0303030303	33.00	1	33	NA	NA	0.0053692721	0.1531906167
chr17	78451319	-	CG	0.0169491525	59.00	1	59	NA	NA	0.0029981567	0.0899593746
chr17	78451335	+	CG	0.0000000000	33.00	0	33	NA	NA	0.0000000000	0.1042734300
chr17	78451336	-	CG	0.0181818182	55.00	1	55	NA	NA	0.0032166976	0.0960600046
chr17	78451347	+	CG	0.0277777778	36.00	1	36	NA	NA	0.0049202803	0.1417003374
chr17	78451348	-	CG	0.0000000000	56.00	0	56	NA	NA	0.0000000000	0.0641961445
chr17	78451349	+	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78451350	-	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78451388	+	CG	0.0000000000	28.00	0	28	NA	NA	0.0000000000	0.1206472037
chr17	78451389	-	CG	0.0158730159	63.00	1	63	NA	NA	0.0028074219	0.0845872545
chr17	78451404	+	CG	0.0000000000	30.00	0	30	NA	NA	-0.0000000000	0.1135170914
chr17	78451405	-	CG	0.0645161290	62.00	4	62	NA	NA	0.0253724948	0.1544773266
chr17	78451422	+	CG	0.1153846154	26.00	3	26	NA	NA	0.0400317182	0.2897629309
chr17	78451423	-	CG	0.1639344262	61.00	10	61	NA	NA	0.0915591349	0.2761307432
chr17	78451428	+	CG	0.1071428571	28.00	3	28	NA	NA	0.0371176921	0.2719622537
chr17	78451429	-	CG	0.0952380952	63.00	6	63	NA	NA	0.0443828799	0.1926192265
chr17	78451445	+	CG	0.1923076923	26.00	5	26	NA	NA	0.0850693577	0.3787663615
chr17	78451446	-	CG	0.0781250000	64.00	5	64	NA	NA	0.0338306781	0.1701975288
chr17	78451452	+	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78451453	-	CG	0.0483870968	62.00	3	62	NA	NA	0.0165913850	0.1328825038
chr17	78451454	+	CG	0.0400000000	25.00	1	25	NA	NA	0.0070960504	0.1954447241
chr17	78451455	-	CG	0.1500000000	60.00	9	60	NA	NA	0.0809734924	0.2611482589
chr17	78451460	+	CG	0.0370370370	27.00	1	27	NA	NA	0.0065679765	0.1828385393
chr17	78451461	-	CG	0.1052631579	57.00	6	57	NA	NA	0.0491439895	0.2112304911
chr17	78451462	+	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78451463	-	CG	0.0740740741	54.00	4	54	NA	NA	0.0291810553	0.1755435719
chr17	78451477	+	CG	0.2068965517	29.00	6	29	NA	NA	0.0984593652	0.3839044661
chr17	78451478	-	CG	0.1333333333	60.00	8	60	NA	NA	0.0691402698	0.2416539459
chr17	78451479	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78451480	-	CG	0.0166666667	60.00	1	60	NA	NA	0.0029480839	0.0885533823
chr17	78451486	+	CG	0.0666666667	30.00	2	30	NA	NA	0.0184766353	0.2132381772
chr17	78451487	-	CG	0.0333333333	60.00	2	60	NA	NA	0.0091891265	0.1136398753
chr17	78451493	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78451494	-	CG	0.0175438596	57.00	1	57	NA	NA	0.0031035847	0.0929096694
chr17	78451499	+	CG	0.0967741935	31.00	3	31	NA	NA	0.0334640361	0.2490029000
chr17	78451500	-	CG	0.0178571429	56.00	1	56	NA	NA	0.0031591290	0.0944585818
chr17	78451501	+	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78451502	-	CG	0.0357142857	56.00	2	56	NA	NA	0.0098492185	0.1211900585
chr17	78451506	+	CG	0.0000000000	35.00	0	35	NA	NA	0.0000000000	0.0989042676
chr17	78451507	-	CG	0.0181818182	55.00	1	55	NA	NA	0.0032166976	0.0960600046
chr17	78451513	+	CG	0.0833333333	36.00	3	36	NA	NA	0.0287480893	0.2182701028
chr17	78451514	-	CG	0.0363636364	55.00	2	55	NA	NA	0.0100293309	0.1232369297
chr17	78451516	+	CG	0.0540540541	37.00	2	37	NA	NA	0.0149506628	0.1770496506
chr17	78451517	-	CG	0.0754716981	53.00	4	53	NA	NA	0.0297390736	0.1785872226
chr17	78451519	+	CG	0.0000000000	37.00	0	37	NA	NA	0.0000000000	0.0940609575
chr17	78451520	-	CG	0.0370370370	54.00	2	54	NA	NA	0.0102161536	0.1253540934
chr17	78451547	+	CG	0.1081081081	37.00	4	37	NA	NA	0.0428512052	0.2470884642
chr17	78451548	-	CG	0.1136363636	44.00	5	44	NA	NA	0.0495270759	0.2397943515
chr17	78451553	+	CG	0.1025641026	39.00	4	39	NA	NA	0.0406126556	0.2357915870
chr17	78451554	-	CG	0.1162790698	43.00	5	43	NA	NA	0.0507035299	0.2447944889
chr17	78451558	+	CG	0.0555555556	36.00	2	36	NA	NA	0.0153696638	0.1814497411
chr17	78451559	-	CG	0.0238095238	42.00	1	42	NA	NA	0.0042152955	0.1232148117
chr17	78451563	+	CG	0.0789473684	38.00	3	38	NA	NA	0.0272141014	0.2079967892
chr17	78451564	-	CG	0.1052631579	38.00	4	38	NA	NA	0.0417018979	0.2413083120
chr17	78451568	+	CG	0.0238095238	42.00	1	42	NA	NA	0.0042152955	0.1232148117
chr17	78451569	-	CG	0.0000000000	37.00	0	37	NA	NA	0.0000000000	0.0940609575
chr17	78451573	+	CG	0.0000000000	45.00	0	45	NA	NA	0.0000000000	0.0786542619
chr17	78451574	-	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78451587	+	CG	0.0652173913	46.00	3	46	NA	NA	0.0224274545	0.1750300910
chr17	78451588	-	CG	0.1379310345	29.00	4	29	NA	NA	0.0549735085	0.3055935771
chr17	78451599	+	CG	0.0454545455	44.00	2	44	NA	NA	0.0125548464	0.1513527153
chr17	78451600	-	CG	0.0689655172	29.00	2	29	NA	NA	0.0191208641	0.2196494760
chr17	78451611	+	CG	0.1111111111	45.00	5	45	NA	NA	0.0484040044	0.2349937549
chr17	78451612	-	CG	0.1034482759	29.00	3	29	NA	NA	0.0358142404	0.2638544725
chr17	78451617	+	CG	0.0652173913	46.00	3	46	NA	NA	0.0224274545	0.1750300910
chr17	78451618	-	CG	0.0384615385	26.00	1	26	NA	NA	0.0068218090	0.1889317699
chr17	78451623	+	CG	0.0204081633	49.00	1	49	NA	NA	0.0036115795	0.1069376847
chr17	78451624	-	CG	0.0714285714	28.00	2	28	NA	NA	0.0198116474	0.2264573843
chr17	78451651	+	CG	0.1020408163	49.00	5	49	NA	NA	0.0443788925	0.2175662416
chr17	78451652	-	CG	0.2258064516	31.00	7	31	NA	NA	0.1139499159	0.3981276006
chr17	78451659	+	CG	0.0980392157	51.00	5	51	NA	NA	0.0426074450	0.2097848995
chr17	78451660	-	CG	0.1176470588	34.00	4	34	NA	NA	0.0467137097	0.2662117480
chr17	78451665	+	CG	0.0576923077	52.00	3	52	NA	NA	0.0198138127	0.1564275558
chr17	78451666	-	CG	0.1025641026	39.00	4	39	NA	NA	0.0406126556	0.2357915870
chr17	78451676	+	CG	0.0487804878	41.00	2	41	NA	NA	0.0134806623	0.1613926696
chr17	78451677	-	CG	0.0243902439	41.00	1	41	NA	NA	0.0043184203	0.1259534701
chr17	78451686	+	CG	0.0000000000	41.00	0	41	NA	NA	0.0000000000	0.0856704489
chr17	78451687	-	CG	0.0476190476	42.00	2	42	NA	NA	0.0131572486	0.1579013532
chr17	78451697	+	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78451698	-	CG	0.0000000000	45.00	0	45	NA	NA	0.0000000000	0.0786542619
chr17	78451700	+	CG	0.0789473684	38.00	3	38	NA	NA	0.0272141014	0.2079967892
chr17	78451701	-	CG	0.0681818182	44.00	3	44	NA	NA	0.0234589702	0.1822532134
chr17	78451706	+	CG	0.0857142857	35.00	3	35	NA	NA	0.0295818310	0.2237959907
chr17	78451707	-	CG	0.0638297872	47.00	3	47	NA	NA	0.0219449870	0.1716287793
chr17	78451724	+	CG	0.0967741935	31.00	3	31	NA	NA	0.0334640361	0.2490029000
chr17	78451725	-	CG	0.1111111111	54.00	6	54	NA	NA	0.0519295182	0.2219494893
chr17	78451744	+	CG	0.1818181818	33.00	6	33	NA	NA	0.0861065123	0.3438856705
chr17	78451745	-	CG	0.1896551724	58.00	11	58	NA	NA	0.1093414004	0.3085261839
chr17	78451746	+	CG	0.3142857143	35.00	11	35	NA	NA	0.1855065806	0.4798007188
chr17	78451747	-	CG	0.2542372881	59.00	15	59	NA	NA	0.1605583830	0.3779638698
chr17	78451752	+	CG	0.1714285714	35.00	6	35	NA	NA	0.0810252994	0.3268260764
chr17	78451753	-	CG	0.0806451613	62.00	5	62	NA	NA	0.0349378319	0.1752879221
chr17	78451786	+	CG	0.0571428571	35.00	2	35	NA	NA	0.0158128296	0.1860738074
chr17	78451787	-	CG	0.0151515152	66.00	1	66	NA	NA	0.0026795715	0.0809611240
chr17	78451796	+	CG	0.0000000000	32.00	0	32	NA	NA	0.0000000000	0.1071827151
chr17	78451797	-	CG	0.0303030303	66.00	2	66	NA	NA	0.0083497351	0.1039271887
chr17	78451803	+	CG	0.0312500000	32.00	1	32	NA	NA	0.0055377174	0.1574460780
chr17	78451804	-	CG	0.0491803279	61.00	3	61	NA	NA	0.0168656768	0.1349134279
chr17	78451809	+	CG	0.0322580645	31.00	1	31	NA	NA	0.0057170741	0.1619445718
chr17	78451810	-	CG	0.0634920635	63.00	4	63	NA	NA	0.0249652139	0.1521939205
chr17	78451813	+	CG	0.0322580645	31.00	1	31	NA	NA	0.0057170741	0.1619445718
chr17	78451814	-	CG	0.0454545455	66.00	3	66	NA	NA	0.0155779919	0.1253351602
chr17	78451817	+	CG	0.0312500000	32.00	1	32	NA	NA	0.0055377174	0.1574460780
chr17	78451818	-	CG	0.2205882353	68.00	15	68	NA	NA	0.1384889158	0.3325696352
chr17	78451824	+	CG	0.0303030303	33.00	1	33	NA	NA	0.0053692721	0.1531906167
chr17	78451825	-	CG	0.0441176471	68.00	3	68	NA	NA	0.0151163457	0.1218739218
chr17	78451828	+	CG	0.0000000000	34.00	0	34	NA	NA	0.0000000000	0.1015179062
chr17	78451829	-	CG	0.0769230769	65.00	5	65	NA	NA	0.0333030105	0.1677614622
chr17	78451841	+	CG	0.0645161290	31.00	2	31	NA	NA	0.0178744078	0.2071898832
chr17	78451842	-	CG	0.0434782609	69.00	3	69	NA	NA	0.0148956339	0.1202139738
chr17	78451846	+	CG	0.0333333333	30.00	1	30	NA	NA	0.0059084380	0.1667075140
chr17	78451847	-	CG	0.0142857143	70.00	1	70	NA	NA	0.0025261814	0.0765836970
chr17	78451871	+	CG	0.0000000000	32.00	0	32	NA	NA	0.0000000000	0.1071827151
chr17	78451872	-	CG	0.0294117647	68.00	2	68	NA	NA	0.0081030096	0.1010482342
chr17	78451882	+	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78451883	-	CG	0.0000000000	71.00	0	71	NA	NA	0.0000000000	0.0513297417
chr17	78451896	+	CG	0.0333333333	30.00	1	30	NA	NA	0.0059084380	0.1667075140
chr17	78451897	-	CG	0.0125000000	80.00	1	80	NA	NA	0.0022099186	0.0674643242
chr17	78451900	+	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78451901	-	CG	0.0246913580	81.00	2	81	NA	NA	0.0067974449	0.0856289120
chr17	78451904	+	CG	0.0000000000	32.00	0	32	NA	NA	0.0000000000	0.1071827151
chr17	78451905	-	CG	0.0886075949	79.00	7	79	NA	NA	0.0435847418	0.1717853138
chr17	78451907	+	CG	0.0000000000	30.00	0	30	NA	NA	-0.0000000000	0.1135170914
chr17	78451908	-	CG	0.0243902439	82.00	2	82	NA	NA	0.0067142296	0.0846354191
chr17	78451913	+	CG	0.0322580645	31.00	1	31	NA	NA	0.0057170741	0.1619445718
chr17	78451914	-	CG	0.0243902439	82.00	2	82	NA	NA	0.0067142296	0.0846354191
chr17	78451947	+	CG	0.0740740741	27.00	2	27	NA	NA	0.0205542217	0.2336997729
chr17	78451948	-	CG	0.0259740260	77.00	2	77	NA	NA	0.0071520098	0.0898475547
chr17	78451955	+	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78451956	-	CG	0.0000000000	76.00	0	76	NA	NA	0.0000000000	0.0481152682
chr17	78451961	+	CG	0.0000000000	24.00	0	24	NA	NA	0.0000000000	0.1379805758
chr17	78451962	-	CG	0.0000000000	77.00	0	77	NA	NA	0.0000000000	0.0475200887
chr17	78451973	+	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78451974	-	CG	0.0263157895	76.00	2	76	NA	NA	0.0072465071	0.0909679575
chr17	78451977	+	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78451978	-	CG	0.0277777778	72.00	2	72	NA	NA	0.0076508615	0.0957435817
chr17	78451980	+	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78451981	-	CG	0.0000000000	71.00	0	71	NA	NA	0.0000000000	0.0513297417
chr17	78451990	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78451991	-	CG	0.0147058824	68.00	1	68	NA	NA	0.0026006166	0.0787116036
chr17	78452004	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78452005	-	CG	0.0000000000	73.00	0	73	NA	NA	-0.0000000000	0.0499937534
chr17	78452006	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78452007	-	CG	0.0273972603	73.00	2	73	NA	NA	0.0075456005	0.0945032897
chr17	78452011	+	CG	0.0312500000	32.00	1	32	NA	NA	0.0055377174	0.1574460780
chr17	78452012	-	CG	0.0147058824	68.00	1	68	NA	NA	0.0026006166	0.0787116036
chr17	78452015	+	CG	0.0000000000	30.00	0	30	NA	NA	-0.0000000000	0.1135170914
chr17	78452016	-	CG	0.0000000000	67.00	0	67	NA	NA	0.0000000000	0.0542280242
chr17	78452027	+	CG	0.0689655172	29.00	2	29	NA	NA	0.0191208641	0.2196494760
chr17	78452028	-	CG	0.0468750000	64.00	3	64	NA	NA	0.0160687254	0.1289986079
chr17	78452033	+	CG	0.2222222222	27.00	6	27	NA	NA	0.1060709549	0.4075729546
chr17	78452034	-	CG	0.1846153846	65.00	12	65	NA	NA	0.1088876538	0.2955422258
chr17	78452037	+	CG	0.0625000000	32.00	2	32	NA	NA	0.0173102032	0.2014746725
chr17	78452038	-	CG	0.0317460317	63.00	2	63	NA	NA	0.0087493440	0.1085668183
chr17	78452048	+	CG	0.0000000000	33.00	0	33	NA	NA	0.0000000000	0.1042734300
chr17	78452049	-	CG	0.0000000000	67.00	0	67	NA	NA	0.0000000000	0.0542280242
chr17	78452056	+	CG	0.0312500000	32.00	1	32	NA	NA	0.0055377174	0.1574460780
chr17	78452057	-	CG	0.0303030303	66.00	2	66	NA	NA	0.0083497351	0.1039271887
chr17	78452061	+	CG	0.0909090909	33.00	3	33	NA	NA	0.0314033710	0.2357294353
chr17	78452062	-	CG	0.0757575758	66.00	5	66	NA	NA	0.0327915541	0.1653940545
chr17	78452070	+	CG	0.0322580645	31.00	1	31	NA	NA	0.0057170741	0.1619445718
chr17	78452071	-	CG	0.0307692308	65.00	2	65	NA	NA	0.0084788194	0.1054290503
chr17	78452083	+	CG	0.0000000000	30.00	0	30	NA	NA	-0.0000000000	0.1135170914
chr17	78452084	-	CG	0.0000000000	62.00	0	62	NA	NA	-0.0000000000	0.0583460912
chr17	78452086	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78452087	-	CG	0.0000000000	60.00	0	60	NA	NA	-0.0000000000	0.0601739305
chr17	78452088	+	CG	0.0000000000	31.00	0	31	NA	NA	-0.0000000000	0.1102590007
chr17	78452089	-	CG	0.0172413793	58.00	1	58	NA	NA	0.0030499599	0.0914107268
chr17	78452100	+	CG	0.0000000000	33.00	0	33	NA	NA	0.0000000000	0.1042734300
chr17	78452101	-	CG	0.0175438596	57.00	1	57	NA	NA	0.0031035847	0.0929096694
chr17	78452102	+	CG	0.0303030303	33.00	1	33	NA	NA	0.0053692721	0.1531906167
chr17	78452103	-	CG	0.0172413793	58.00	1	58	NA	NA	0.0030499599	0.0914107268
chr17	78452107	+	CG	0.0000000000	33.00	0	33	NA	NA	0.0000000000	0.1042734300
chr17	78452108	-	CG	0.0169491525	59.00	1	59	NA	NA	0.0029981567	0.0899593746
chr17	78452109	+	CG	0.0588235294	34.00	2	34	NA	NA	0.0162823131	0.1909393689
chr17	78452110	-	CG	0.0169491525	59.00	1	59	NA	NA	0.0029981567	0.0899593746
chr17	78452119	+	CG	0.0555555556	36.00	2	36	NA	NA	0.0153696638	0.1814497411
chr17	78452120	-	CG	0.0545454545	55.00	3	55	NA	NA	0.0187228760	0.1485329430
chr17	78452129	+	CG	0.0555555556	36.00	2	36	NA	NA	0.0153696638	0.1814497411
chr17	78452130	-	CG	0.0172413793	58.00	1	58	NA	NA	0.0030499599	0.0914107268
chr17	78452135	+	CG	0.0000000000	36.00	0	36	NA	NA	0.0000000000	0.0964218304
chr17	78452136	-	CG	0.0175438596	57.00	1	57	NA	NA	0.0031035847	0.0929096694
chr17	78452140	+	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78452141	-	CG	0.1250000000	56.00	7	56	NA	NA	0.0618899014	0.2362572070
chr17	78452158	+	CG	0.0232558140	43.00	1	43	NA	NA	0.0041169812	0.1205926786
chr17	78452159	-	CG	0.0185185185	54.00	1	54	NA	NA	0.0032764033	0.0977166536
chr17	78452161	+	CG	0.1904761905	42.00	8	42	NA	NA	0.0998188961	0.3330106735
chr17	78452162	-	CG	0.1296296296	54.00	7	54	NA	NA	0.0642363923	0.2442198053
chr17	78452170	+	CG	0.0243902439	41.00	1	41	NA	NA	0.0043184203	0.1259534701
chr17	78452171	-	CG	0.0204081633	49.00	1	49	NA	NA	0.0036115795	0.1069376847
chr17	78452172	+	CG	0.0487804878	41.00	2	41	NA	NA	0.0134806623	0.1613926696
chr17	78452173	-	CG	0.0961538462	52.00	5	52	NA	NA	0.0417737352	0.2060988186
