chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr17	78450938	+	CG	0.1063829787	47.00	5	47	NA	NA	0.0463040996	0.2259453969
chr17	78450939	-	CG	0.3137254902	51.00	16	51	NA	NA	0.2032750967	0.4502725752
chr17	78450943	+	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78450944	-	CG	0.3061224490	49.00	15	49	NA	NA	0.1951532349	0.4452815740
chr17	78450945	+	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78450946	-	CG	0.2916666667	48.00	14	48	NA	NA	0.1824141606	0.4317952774
chr17	78450960	+	CG	0.1063829787	47.00	5	47	NA	NA	0.0463040996	0.2259453969
chr17	78450961	-	CG	0.2000000000	45.00	9	45	NA	NA	0.1089600440	0.3382325131
chr17	78450978	+	CG	0.1538461538	39.00	6	39	NA	NA	0.0724737385	0.2972976987
chr17	78450979	-	CG	0.1777777778	45.00	8	45	NA	NA	0.0929427893	0.3133010684
chr17	78450981	+	CG	0.1351351351	37.00	5	37	NA	NA	0.0591320726	0.2797772747
chr17	78450982	-	CG	0.1750000000	40.00	7	40	NA	NA	0.0874530300	0.3195029205
chr17	78451009	+	CG	0.1379310345	29.00	4	29	NA	NA	0.0549735085	0.3055935771
chr17	78451010	-	CG	0.0731707317	41.00	3	41	NA	NA	0.0251973733	0.1942774002
chr17	78451014	+	CG	0.1481481481	27.00	4	27	NA	NA	0.0591583186	0.3247906335
chr17	78451015	-	CG	0.0487804878	41.00	2	41	NA	NA	0.0134806623	0.1613926696
chr17	78451023	+	CG	0.1111111111	27.00	3	27	NA	NA	0.0385196479	0.2805818254
chr17	78451024	-	CG	0.0487804878	41.00	2	41	NA	NA	0.0134806623	0.1613926696
chr17	78451026	+	CG	0.0434782609	23.00	1	23	NA	NA	0.0077164670	0.2099158649
chr17	78451027	-	CG	0.0487804878	41.00	2	41	NA	NA	0.0134806623	0.1613926696
chr17	78451047	+	CG	0.0952380952	21.00	2	21	NA	NA	0.0265182088	0.2891458386
chr17	78451048	-	CG	0.0454545455	44.00	2	44	NA	NA	0.0125548464	0.1513527153
chr17	78451062	+	CG	0.0454545455	22.00	1	22	NA	NA	0.0080692193	0.2179848950
chr17	78451063	-	CG	0.0697674419	43.00	3	43	NA	NA	0.0240111538	0.1860926855
chr17	78451068	+	CG	0.0454545455	22.00	1	22	NA	NA	0.0080692193	0.2179848950
chr17	78451069	-	CG	0.0888888889	45.00	4	45	NA	NA	0.0351105481	0.2073385117
chr17	78451074	+	CG	0.1851851852	27.00	5	27	NA	NA	0.0818058657	0.3669905651
chr17	78451075	-	CG	0.1162790698	43.00	5	43	NA	NA	0.0507035299	0.2447944889
chr17	78451097	+	CG	0.2592592593	27.00	7	27	NA	NA	0.1317020842	0.4467893040
chr17	78451098	-	CG	0.1363636364	44.00	6	44	NA	NA	0.0640286741	0.2670973752
chr17	78451101	+	CG	0.1851851852	27.00	5	27	NA	NA	0.0818058657	0.3669905651
chr17	78451102	-	CG	0.1627906977	43.00	7	43	NA	NA	0.0811652450	0.2997269534
chr17	78451105	+	CG	0.1379310345	29.00	4	29	NA	NA	0.0549735085	0.3055935771
chr17	78451106	-	CG	0.1590909091	44.00	7	44	NA	NA	0.0792657656	0.2936649056
chr17	78451110	+	CG	0.1333333333	30.00	4	30	NA	NA	0.0530956942	0.2968168394
chr17	78451111	-	CG	0.1777777778	45.00	8	45	NA	NA	0.0929427893	0.3133010684
chr17	78451124	+	CG	0.2500000000	32.00	8	32	NA	NA	0.1325224398	0.4210689177
chr17	78451125	-	CG	0.1224489796	49.00	6	49	NA	NA	0.0573474776	0.2424466240
chr17	78451144	+	CG	0.2222222222	36.00	8	36	NA	NA	0.1171619297	0.3808501983
chr17	78451145	-	CG	0.1607142857	56.00	9	56	NA	NA	0.0869256964	0.2780645445
chr17	78451159	+	CG	0.2352941176	34.00	8	34	NA	NA	0.1243683811	0.3999646281
chr17	78451160	-	CG	0.1851851852	54.00	10	54	NA	NA	0.1038257451	0.3083620229
chr17	78451161	+	CG	0.2571428571	35.00	9	35	NA	NA	0.1416286873	0.4206962427
chr17	78451162	-	CG	0.2545454545	55.00	14	55	NA	NA	0.1581197276	0.3830212339
chr17	78451164	+	CG	0.2058823529	34.00	7	34	NA	NA	0.1034939602	0.3679871611
chr17	78451165	-	CG	0.2222222222	54.00	12	54	NA	NA	0.1319528799	0.3493892683
chr17	78451167	+	CG	0.1714285714	35.00	6	35	NA	NA	0.0810252994	0.3268260764
chr17	78451168	-	CG	0.2641509434	53.00	14	53	NA	NA	0.1643720651	0.3958092106
chr17	78451172	+	CG	0.2222222222	36.00	8	36	NA	NA	0.1171619297	0.3808501983
chr17	78451173	-	CG	0.2264150943	53.00	12	53	NA	NA	0.1345449998	0.3552652800
chr17	78451176	+	CG	0.2222222222	36.00	8	36	NA	NA	0.1171619297	0.3808501983
chr17	78451177	-	CG	0.2553191489	47.00	12	47	NA	NA	0.1525300605	0.3950844914
chr17	78451178	+	CG	0.1944444444	36.00	7	36	NA	NA	0.0975297202	0.3502836206
chr17	78451179	-	CG	0.2553191489	47.00	12	47	NA	NA	0.1525300605	0.3950844914
chr17	78451186	+	CG	0.1315789474	38.00	5	38	NA	NA	0.0575378288	0.2732717005
chr17	78451187	-	CG	0.2325581395	43.00	10	43	NA	NA	0.1315353847	0.3774480830
chr17	78451189	+	CG	0.1538461538	39.00	6	39	NA	NA	0.0724737385	0.2972976987
chr17	78451190	-	CG	0.2500000000	44.00	11	44	NA	NA	0.1457406608	0.3944084981
chr17	78451192	+	CG	0.1538461538	39.00	6	39	NA	NA	0.0724737385	0.2972976987
chr17	78451193	-	CG	0.2558139535	43.00	11	43	NA	NA	0.1492936588	0.4023868987
chr17	78451195	+	CG	0.1750000000	40.00	7	40	NA	NA	0.0874530300	0.3195029205
chr17	78451196	-	CG	0.2727272727	44.00	12	44	NA	NA	0.1634622340	0.4184915469
chr17	78451205	+	CG	0.1463414634	41.00	6	41	NA	NA	0.0688415453	0.2844375527
chr17	78451206	-	CG	0.3260869565	46.00	15	46	NA	NA	0.2086576456	0.4703253726
chr17	78451209	+	CG	0.1000000000	40.00	4	40	NA	NA	0.0395788876	0.2305207438
chr17	78451210	-	CG	0.1914893617	47.00	9	47	NA	NA	0.1041581561	0.3254428006
chr17	78451214	+	CG	0.1250000000	40.00	5	40	NA	NA	0.0545941977	0.2611242067
chr17	78451215	-	CG	0.2800000000	50.00	14	50	NA	NA	0.1747401436	0.4166538715
chr17	78451217	+	CG	0.1000000000	40.00	4	40	NA	NA	0.0395788876	0.2305207438
chr17	78451218	-	CG	0.2692307692	52.00	14	52	NA	NA	0.1676881004	0.4025247875
chr17	78451222	+	CG	0.1025641026	39.00	4	39	NA	NA	0.0406126556	0.2357915870
chr17	78451223	-	CG	0.2156862745	51.00	11	51	NA	NA	0.1249381124	0.3462662288
chr17	78451235	+	CG	0.1891891892	37.00	7	37	NA	NA	0.0947985876	0.3420501157
chr17	78451236	-	CG	0.2745098039	51.00	14	51	NA	NA	0.1711412201	0.4094691195
chr17	78451237	+	CG	0.1891891892	37.00	7	37	NA	NA	0.0947985876	0.3420501157
chr17	78451238	-	CG	0.2549019608	51.00	13	51	NA	NA	0.1554562324	0.3886854411
chr17	78451247	+	CG	0.1562500000	32.00	5	32	NA	NA	0.0686431911	0.3175449255
chr17	78451248	-	CG	0.2600000000	50.00	13	50	NA	NA	0.1587137965	0.3955342199
chr17	78451251	+	CG	0.1333333333	30.00	4	30	NA	NA	0.0530956942	0.2968168394
chr17	78451252	-	CG	0.2500000000	52.00	13	52	NA	NA	0.1523301176	0.3820671776
chr17	78451253	+	CG	0.0967741935	31.00	3	31	NA	NA	0.0334640361	0.2490029000
chr17	78451254	-	CG	0.2400000000	50.00	12	50	NA	NA	0.1429725240	0.3741294938
chr17	78451280	+	CG	0.1785714286	28.00	5	28	NA	NA	0.0787838583	0.3559179155
chr17	78451281	-	CG	0.2295081967	61.00	14	61	NA	NA	0.1419310238	0.3491364391
chr17	78451283	+	CG	0.1724137931	29.00	5	29	NA	NA	0.0759774527	0.3454880057
chr17	78451284	-	CG	0.1864406780	59.00	11	59	NA	NA	0.1074261224	0.3037919243
chr17	78451285	+	CG	0.2068965517	29.00	6	29	NA	NA	0.0984593652	0.3839044661
chr17	78451286	-	CG	0.2542372881	59.00	15	59	NA	NA	0.1605583830	0.3779638698
chr17	78451287	+	CG	0.2068965517	29.00	6	29	NA	NA	0.0984593652	0.3839044661
chr17	78451288	-	CG	0.2372881356	59.00	14	59	NA	NA	0.1469448626	0.3597513387
chr17	78451289	+	CG	0.2068965517	29.00	6	29	NA	NA	0.0984593652	0.3839044661
chr17	78451290	-	CG	0.1724137931	58.00	10	58	NA	NA	0.0964418940	0.2890850006
chr17	78451293	+	CG	0.2000000000	30.00	6	30	NA	NA	0.0950497810	0.3730604738
chr17	78451294	-	CG	0.2000000000	60.00	12	60	NA	NA	0.1182838974	0.3178204609
chr17	78451302	+	CG	0.1071428571	28.00	3	28	NA	NA	0.0371176921	0.2719622537
chr17	78451303	-	CG	0.2166666667	60.00	13	60	NA	NA	0.1312292105	0.3362026835
chr17	78451318	+	CG	0.0909090909	33.00	3	33	NA	NA	0.0314033710	0.2357294353
chr17	78451319	-	CG	0.2033898305	59.00	12	59	NA	NA	0.1203615485	0.3226825496
chr17	78451335	+	CG	0.1212121212	33.00	4	33	NA	NA	0.0481608327	0.2732584325
chr17	78451336	-	CG	0.2181818182	55.00	12	55	NA	NA	0.1294589783	0.3437028664
chr17	78451347	+	CG	0.1111111111	36.00	4	36	NA	NA	0.0440656891	0.2531512902
chr17	78451348	-	CG	0.2500000000	56.00	14	56	NA	NA	0.1551691522	0.3769289200
chr17	78451349	+	CG	0.1111111111	36.00	4	36	NA	NA	0.0440656891	0.2531512902
chr17	78451350	-	CG	0.2727272727	55.00	15	55	NA	NA	0.1728060251	0.4023244948
chr17	78451388	+	CG	0.1785714286	28.00	5	28	NA	NA	0.0787838583	0.3559179155
chr17	78451389	-	CG	0.2539682540	63.00	16	63	NA	NA	0.1628027458	0.3734142208
chr17	78451404	+	CG	0.2333333333	30.00	7	30	NA	NA	0.1179223921	0.4092867233
chr17	78451405	-	CG	0.2741935484	62.00	17	62	NA	NA	0.1788091860	0.3959277584
chr17	78451422	+	CG	0.1538461538	26.00	4	26	NA	NA	0.0614993400	0.3353158442
chr17	78451423	-	CG	0.2459016393	61.00	15	61	NA	NA	0.1550652300	0.3668466291
chr17	78451428	+	CG	0.2500000000	28.00	7	28	NA	NA	0.1267633494	0.4335602524
chr17	78451429	-	CG	0.3650793651	63.00	23	63	NA	NA	0.2571521847	0.4885151841
chr17	78451445	+	CG	0.1923076923	26.00	5	26	NA	NA	0.0850693577	0.3787663615
chr17	78451446	-	CG	0.4218750000	64.00	27	64	NA	NA	0.3086959366	0.5439018795
chr17	78451452	+	CG	0.4230769231	26.00	11	26	NA	NA	0.2554418990	0.6105170308
chr17	78451453	-	CG	0.4354838710	62.00	27	62	NA	NA	0.3194239439	0.5590723259
chr17	78451454	+	CG	0.3600000000	25.00	9	25	NA	NA	0.2024765643	0.5548184540
chr17	78451455	-	CG	0.3500000000	60.00	21	60	NA	NA	0.2416760172	0.4763761619
chr17	78451460	+	CG	0.3703703704	27.00	10	27	NA	NA	0.2153228707	0.5577109538
chr17	78451461	-	CG	0.4035087719	57.00	23	57	NA	NA	0.2861732353	0.5330294156
chr17	78451462	+	CG	0.4230769231	26.00	11	26	NA	NA	0.2554418990	0.6105170308
chr17	78451463	-	CG	0.4259259259	54.00	23	54	NA	NA	0.3033162180	0.5583750215
chr17	78451477	+	CG	0.2068965517	29.00	6	29	NA	NA	0.0984593652	0.3839044661
chr17	78451478	-	CG	0.3666666667	60.00	22	60	NA	NA	0.2562073885	0.4931723263
chr17	78451479	+	CG	0.4137931034	29.00	12	29	NA	NA	0.2551293528	0.5926247152
chr17	78451480	-	CG	0.4833333333	60.00	29	60	NA	NA	0.3617484129	0.6069240515
chr17	78451486	+	CG	0.3666666667	30.00	11	30	NA	NA	0.2187370220	0.5448675357
chr17	78451487	-	CG	0.4666666667	60.00	28	60	NA	NA	0.3462770154	0.5910679133
chr17	78451493	+	CG	0.4137931034	29.00	12	29	NA	NA	0.2551293528	0.5926247152
chr17	78451494	-	CG	0.4736842105	57.00	27	57	NA	NA	0.3498695766	0.6008220555
chr17	78451499	+	CG	0.3225806452	31.00	10	31	NA	NA	0.1856923075	0.4985931444
chr17	78451500	-	CG	0.4464285714	56.00	25	56	NA	NA	0.3238651625	0.5758701387
chr17	78451501	+	CG	0.4193548387	31.00	13	31	NA	NA	0.2641530307	0.5923403565
chr17	78451502	-	CG	0.4285714286	56.00	24	56	NA	NA	0.3076876241	0.5586261108
chr17	78451506	+	CG	0.4285714286	35.00	15	35	NA	NA	0.2798433308	0.5914287074
chr17	78451507	-	CG	0.4363636364	55.00	24	55	NA	NA	0.3137323864	0.5673041592
chr17	78451513	+	CG	0.3333333333	36.00	12	36	NA	NA	0.2021442477	0.4966630291
chr17	78451514	-	CG	0.4181818182	55.00	23	55	NA	NA	0.2973756705	0.5496713167
chr17	78451516	+	CG	0.4054054054	37.00	15	37	NA	NA	0.2634629584	0.5651431687
chr17	78451517	-	CG	0.3584905660	53.00	19	53	NA	NA	0.2430176984	0.4930910670
chr17	78451519	+	CG	0.4594594595	37.00	17	37	NA	NA	0.3103832783	0.6161622048
chr17	78451520	-	CG	0.4074074074	54.00	22	54	NA	NA	0.2867801519	0.5403338975
chr17	78451547	+	CG	0.3513513514	37.00	13	37	NA	NA	0.2182540663	0.5124127048
chr17	78451548	-	CG	0.2500000000	44.00	11	44	NA	NA	0.1457406608	0.3944084981
chr17	78451553	+	CG	0.3076923077	39.00	12	39	NA	NA	0.1856575345	0.4642154862
chr17	78451554	-	CG	0.2325581395	43.00	10	43	NA	NA	0.1315353847	0.3774480830
chr17	78451558	+	CG	0.3333333333	36.00	12	36	NA	NA	0.2021442477	0.4966630291
chr17	78451559	-	CG	0.3809523810	42.00	16	42	NA	NA	0.2499952090	0.5318623178
chr17	78451563	+	CG	0.2894736842	38.00	11	38	NA	NA	0.1700310626	0.4475743827
chr17	78451564	-	CG	0.3421052632	38.00	13	38	NA	NA	0.2121222003	0.5010818837
chr17	78451568	+	CG	0.3809523810	42.00	16	42	NA	NA	0.2499952090	0.5318623178
chr17	78451569	-	CG	0.4324324324	37.00	16	37	NA	NA	0.2867148684	0.5908609367
chr17	78451573	+	CG	0.3777777778	45.00	17	45	NA	NA	0.2510788530	0.5237032999
chr17	78451574	-	CG	0.4444444444	36.00	16	36	NA	NA	0.2954102988	0.6041921268
chr17	78451587	+	CG	0.3260869565	46.00	15	46	NA	NA	0.2086576456	0.4703253726
chr17	78451588	-	CG	0.2758620690	29.00	8	29	NA	NA	0.1469858134	0.4571747634
chr17	78451599	+	CG	0.3636363636	44.00	16	44	NA	NA	0.2378333413	0.5113389272
chr17	78451600	-	CG	0.3793103448	29.00	11	29	NA	NA	0.2268779573	0.5599777379
chr17	78451611	+	CG	0.2666666667	45.00	12	45	NA	NA	0.1596474886	0.4103911670
chr17	78451612	-	CG	0.4137931034	29.00	12	29	NA	NA	0.2551293528	0.5926247152
chr17	78451617	+	CG	0.3260869565	46.00	15	46	NA	NA	0.2086576456	0.4703253726
chr17	78451618	-	CG	0.3846153846	26.00	10	26	NA	NA	0.2242835951	0.5746547996
chr17	78451623	+	CG	0.3673469388	49.00	18	49	NA	NA	0.2466498252	0.5073318861
chr17	78451624	-	CG	0.3928571429	28.00	11	28	NA	NA	0.2356545183	0.5759127397
chr17	78451651	+	CG	0.2857142857	49.00	14	49	NA	NA	0.1784943494	0.4240914921
chr17	78451652	-	CG	0.1935483871	31.00	6	31	NA	NA	0.0918688359	0.3628060356
chr17	78451659	+	CG	0.3725490196	51.00	19	51	NA	NA	0.2532032972	0.5097503730
chr17	78451660	-	CG	0.2352941176	34.00	8	34	NA	NA	0.1243683811	0.3999646281
chr17	78451665	+	CG	0.4230769231	52.00	22	52	NA	NA	0.2986784791	0.5580591502
chr17	78451666	-	CG	0.2564102564	39.00	10	39	NA	NA	0.1456862584	0.4108195677
chr17	78451676	+	CG	0.4634146341	41.00	19	41	NA	NA	0.3205599912	0.6125378465
chr17	78451677	-	CG	0.3170731707	41.00	13	41	NA	NA	0.1956443321	0.4698448566
chr17	78451686	+	CG	0.5365853659	41.00	22	41	NA	NA	0.3874621535	0.6794400088
chr17	78451687	-	CG	0.2857142857	42.00	12	42	NA	NA	0.1716685874	0.4356749608
chr17	78451697	+	CG	0.5384615385	39.00	21	39	NA	NA	0.3856918682	0.6843335277
chr17	78451698	-	CG	0.3555555556	45.00	16	45	NA	NA	0.2321889136	0.5016445399
chr17	78451700	+	CG	0.4473684211	38.00	17	38	NA	NA	0.3014616531	0.6029397082
chr17	78451701	-	CG	0.2954545455	44.00	13	44	NA	NA	0.1815536089	0.4422047939
chr17	78451706	+	CG	0.4571428571	35.00	16	35	NA	NA	0.3046577363	0.6181054866
chr17	78451707	-	CG	0.3617021277	47.00	17	47	NA	NA	0.2396602229	0.5046436543
chr17	78451724	+	CG	0.4516129032	31.00	14	31	NA	NA	0.2916148284	0.6222812040
chr17	78451725	-	CG	0.3148148148	54.00	17	54	NA	NA	0.2067911429	0.4474369559
chr17	78451744	+	CG	0.3030303030	33.00	10	33	NA	NA	0.1737534781	0.4733845397
chr17	78451745	-	CG	0.2758620690	58.00	16	58	NA	NA	0.1775220368	0.4020489963
chr17	78451746	+	CG	0.1714285714	35.00	6	35	NA	NA	0.0810252994	0.3268260764
chr17	78451747	-	CG	0.2203389831	59.00	13	59	NA	NA	0.1335407252	0.3413294245
chr17	78451752	+	CG	0.3428571429	35.00	12	35	NA	NA	0.2083149528	0.5084835313
chr17	78451753	-	CG	0.4193548387	62.00	26	62	NA	NA	0.3047739547	0.5433463826
chr17	78451786	+	CG	0.3714285714	35.00	13	35	NA	NA	0.2316560737	0.5366335951
chr17	78451787	-	CG	0.4545454545	66.00	30	66	NA	NA	0.3402393126	0.5738520026
chr17	78451796	+	CG	0.3437500000	32.00	11	32	NA	NA	0.2041023335	0.5168922649
chr17	78451797	-	CG	0.4696969697	66.00	31	66	NA	NA	0.3543023097	0.5884252338
chr17	78451803	+	CG	0.3125000000	32.00	10	32	NA	NA	0.1795235212	0.4856699970
chr17	78451804	-	CG	0.4262295082	61.00	26	61	NA	NA	0.3101502856	0.5510499316
chr17	78451809	+	CG	0.2903225806	31.00	9	31	NA	NA	0.1609562072	0.4659265996
chr17	78451810	-	CG	0.4126984127	63.00	26	63	NA	NA	0.2995827804	0.5358490465
chr17	78451813	+	CG	0.2903225806	31.00	9	31	NA	NA	0.1609562072	0.4659265996
chr17	78451814	-	CG	0.3939393939	66.00	26	66	NA	NA	0.2850282099	0.5145181922
chr17	78451817	+	CG	0.2812500000	32.00	9	32	NA	NA	0.1556440685	0.4537483694
chr17	78451818	-	CG	0.1764705882	68.00	12	68	NA	NA	0.1039348539	0.2836066263
chr17	78451824	+	CG	0.3030303030	33.00	10	33	NA	NA	0.1737534781	0.4733845397
chr17	78451825	-	CG	0.3235294118	68.00	22	68	NA	NA	0.2243744662	0.4415572502
chr17	78451828	+	CG	0.2647058824	34.00	9	34	NA	NA	0.1460102754	0.4311746216
chr17	78451829	-	CG	0.2923076923	65.00	19	65	NA	NA	0.1958326156	0.4119626710
chr17	78451841	+	CG	0.1935483871	31.00	6	31	NA	NA	0.0918688359	0.3628060356
chr17	78451842	-	CG	0.3333333333	69.00	23	69	NA	NA	0.2335089101	0.4507374546
chr17	78451846	+	CG	0.1666666667	30.00	5	30	NA	NA	0.0733643424	0.3356470519
chr17	78451847	-	CG	0.3285714286	70.00	23	70	NA	NA	0.2299871183	0.4449928388
chr17	78451871	+	CG	0.1562500000	32.00	5	32	NA	NA	0.0686431911	0.3175449255
chr17	78451872	-	CG	0.2058823529	68.00	14	68	NA	NA	0.1267944614	0.3164250660
chr17	78451882	+	CG	0.1290322581	31.00	4	31	NA	NA	0.0513420116	0.2885275695
chr17	78451883	-	CG	0.2394366197	71.00	17	71	NA	NA	0.1552081333	0.3504144082
chr17	78451896	+	CG	0.0666666667	30.00	2	30	NA	NA	0.0184766353	0.2132381772
chr17	78451897	-	CG	0.2000000000	80.00	16	80	NA	NA	0.1270273638	0.3004644780
chr17	78451900	+	CG	0.0967741935	31.00	3	31	NA	NA	0.0334640361	0.2490029000
chr17	78451901	-	CG	0.1851851852	81.00	15	81	NA	NA	0.1155618862	0.2833179086
chr17	78451904	+	CG	0.1250000000	32.00	4	32	NA	NA	0.0497005384	0.2806864978
chr17	78451905	-	CG	0.1012658228	79.00	8	79	NA	NA	0.0522111837	0.1873013318
chr17	78451907	+	CG	0.1333333333	30.00	4	30	NA	NA	0.0530956942	0.2968168394
chr17	78451908	-	CG	0.1585365854	82.00	13	82	NA	NA	0.0950550049	0.2525806403
chr17	78451913	+	CG	0.1290322581	31.00	4	31	NA	NA	0.0513420116	0.2885275695
chr17	78451914	-	CG	0.1463414634	82.00	12	82	NA	NA	0.0857407787	0.2385961396
chr17	78451947	+	CG	0.1111111111	27.00	3	27	NA	NA	0.0385196479	0.2805818254
chr17	78451948	-	CG	0.1298701299	77.00	10	77	NA	NA	0.0720975149	0.2228199533
chr17	78451955	+	CG	0.1923076923	26.00	5	26	NA	NA	0.0850693577	0.3787663615
chr17	78451956	-	CG	0.1710526316	76.00	13	76	NA	NA	0.1027792211	0.2709808238
chr17	78451961	+	CG	0.1666666667	24.00	4	24	NA	NA	0.0667856800	0.3585347039
chr17	78451962	-	CG	0.1818181818	77.00	14	77	NA	NA	0.1115115201	0.2823649000
chr17	78451973	+	CG	0.2692307692	26.00	7	26	NA	NA	0.1370427553	0.4608340342
chr17	78451974	-	CG	0.1710526316	76.00	13	76	NA	NA	0.1027792211	0.2709808238
chr17	78451977	+	CG	0.3076923077	26.00	8	26	NA	NA	0.1650112094	0.4998861151
chr17	78451978	-	CG	0.1666666667	72.00	12	72	NA	NA	0.0979927509	0.2691092090
chr17	78451980	+	CG	0.3076923077	26.00	8	26	NA	NA	0.1650112094	0.4998861151
chr17	78451981	-	CG	0.2253521127	71.00	16	71	NA	NA	0.1437454836	0.3351539520
chr17	78451990	+	CG	0.3448275862	29.00	10	29	NA	NA	0.1994050875	0.5265522349
chr17	78451991	-	CG	0.2205882353	68.00	15	68	NA	NA	0.1384889158	0.3325696352
chr17	78452004	+	CG	0.3448275862	29.00	10	29	NA	NA	0.1994050875	0.5265522349
chr17	78452005	-	CG	0.2739726027	73.00	20	73	NA	NA	0.1849130703	0.3856320511
chr17	78452006	+	CG	0.3448275862	29.00	10	29	NA	NA	0.1994050875	0.5265522349
chr17	78452007	-	CG	0.2465753425	73.00	18	73	NA	NA	0.1620433632	0.3564466214
chr17	78452011	+	CG	0.2812500000	32.00	9	32	NA	NA	0.1556440685	0.4537483694
chr17	78452012	-	CG	0.2647058824	68.00	18	68	NA	NA	0.1744960298	0.3800795922
chr17	78452015	+	CG	0.3000000000	30.00	9	30	NA	NA	0.1666456264	0.4787612101
chr17	78452016	-	CG	0.2835820896	67.00	19	67	NA	NA	0.1897013616	0.4009346489
chr17	78452027	+	CG	0.3103448276	29.00	9	29	NA	NA	0.1727542449	0.4923047047
chr17	78452028	-	CG	0.2812500000	64.00	18	64	NA	NA	0.1859322611	0.4013416240
chr17	78452033	+	CG	0.1481481481	27.00	4	27	NA	NA	0.0591583186	0.3247906335
chr17	78452034	-	CG	0.1384615385	65.00	9	65	NA	NA	0.0745900619	0.2426832147
chr17	78452037	+	CG	0.3125000000	32.00	10	32	NA	NA	0.1795235212	0.4856699970
chr17	78452038	-	CG	0.2698412698	63.00	17	63	NA	NA	0.1758370169	0.3903014358
chr17	78452048	+	CG	0.3939393939	33.00	13	33	NA	NA	0.2468288223	0.5631685719
chr17	78452049	-	CG	0.2835820896	67.00	19	67	NA	NA	0.1897013616	0.4009346489
chr17	78452056	+	CG	0.3750000000	32.00	12	32	NA	NA	0.2293366847	0.5474589941
chr17	78452057	-	CG	0.2272727273	66.00	15	66	NA	NA	0.1428510509	0.3416968404
chr17	78452061	+	CG	0.3030303030	33.00	10	33	NA	NA	0.1737534781	0.4733845397
chr17	78452062	-	CG	0.1818181818	66.00	12	66	NA	NA	0.1071850143	0.2914541922
chr17	78452070	+	CG	0.2580645161	31.00	8	31	NA	NA	0.1370154374	0.4324647243
chr17	78452071	-	CG	0.2307692308	65.00	15	65	NA	NA	0.1451370845	0.3464493981
chr17	78452083	+	CG	0.3000000000	30.00	9	30	NA	NA	0.1666456264	0.4787612101
chr17	78452084	-	CG	0.2580645161	62.00	16	62	NA	NA	0.1655473725	0.3788136394
chr17	78452086	+	CG	0.3103448276	29.00	9	29	NA	NA	0.1727542449	0.4923047047
chr17	78452087	-	CG	0.2500000000	60.00	15	60	NA	NA	0.1577638558	0.3723231095
chr17	78452088	+	CG	0.3225806452	31.00	10	31	NA	NA	0.1856923075	0.4985931444
chr17	78452089	-	CG	0.2241379310	58.00	13	58	NA	NA	0.1359353333	0.3466136305
chr17	78452100	+	CG	0.3030303030	33.00	10	33	NA	NA	0.1737534781	0.4733845397
chr17	78452101	-	CG	0.2105263158	57.00	12	57	NA	NA	0.1247442657	0.3328636868
chr17	78452102	+	CG	0.3030303030	33.00	10	33	NA	NA	0.1737534781	0.4733845397
chr17	78452103	-	CG	0.2413793103	58.00	14	58	NA	NA	0.1495873973	0.3653022563
chr17	78452107	+	CG	0.3030303030	33.00	10	33	NA	NA	0.1737534781	0.4733845397
chr17	78452108	-	CG	0.2711864407	59.00	16	59	NA	NA	0.1743682499	0.3959800544
chr17	78452109	+	CG	0.2647058824	34.00	9	34	NA	NA	0.1460102754	0.4311746216
chr17	78452110	-	CG	0.2711864407	59.00	16	59	NA	NA	0.1743682499	0.3959800544
chr17	78452119	+	CG	0.3055555556	36.00	11	36	NA	NA	0.1800427028	0.4685657868
chr17	78452120	-	CG	0.2545454545	55.00	14	55	NA	NA	0.1581197276	0.3830212339
chr17	78452129	+	CG	0.3611111111	36.00	13	36	NA	NA	0.2247538679	0.5242521961
chr17	78452130	-	CG	0.3275862069	58.00	19	58	NA	NA	0.2208312388	0.4557618636
chr17	78452135	+	CG	0.4166666667	36.00	15	36	NA	NA	0.2714033351	0.5780003034
chr17	78452136	-	CG	0.3333333333	57.00	19	57	NA	NA	0.2249363598	0.4627773098
chr17	78452140	+	CG	0.4358974359	39.00	17	39	NA	NA	0.2930452416	0.5902457653
chr17	78452141	-	CG	0.2500000000	56.00	14	56	NA	NA	0.1551691522	0.3769289200
chr17	78452158	+	CG	0.4883720930	43.00	21	43	NA	NA	0.3461720928	0.6324793623
chr17	78452159	-	CG	0.3888888889	54.00	21	54	NA	NA	0.2704174251	0.5221194342
chr17	78452161	+	CG	0.3571428571	42.00	15	42	NA	NA	0.2298899250	0.5083391071
chr17	78452162	-	CG	0.2777777778	54.00	15	54	NA	NA	0.1761667545	0.4089069641
chr17	78452170	+	CG	0.5121951220	41.00	21	41	NA	NA	0.3648425932	0.6574581276
chr17	78452171	-	CG	0.4693877551	49.00	23	49	NA	NA	0.3370328190	0.6061937298
chr17	78452172	+	CG	0.4878048780	41.00	20	41	NA	NA	0.3425418724	0.6351574068
chr17	78452173	-	CG	0.3846153846	52.00	20	52	NA	NA	0.2647027133	0.5204037306
chr17	78452181	+	CG	0.4782608696	46.00	22	46	NA	NA	0.3412445988	0.6186282785
chr17	78452182	-	CG	0.3673469388	49.00	18	49	NA	NA	0.2466498252	0.5073318861
